MYBDD0900130,0.00,DD090013,OWC 0% 20.08.2009 SN,OWC,IBONDS,20/02/2009,20/08/2009,N/A,N/A
MYBDD0900239,0.00,DD090023,OWC 0% 20.08.2009 SN,OWC,IBONDS,20/02/2009,20/08/2009,N/A,N/A
MYBDD0900353,0.00,DD090035,OWC 0% 20.08.2009 SN,OWC,IBONDS,20/02/2009,20/08/2009,N/A,N/A
MYBDD0900593,0.00,DD090059,PLSA 0% 30.10.2009 SN,PLSA,IBONDS,30/04/2009,30/10/2009,N/A,N/A
MYBDD0900890,0.00,DD090089,PLSA 0% 30.10.2009 SN,PLSA,IBONDS,30/04/2009,30/10/2009,N/A,N/A
MYBDD0901187,0.00,DD090118,PLSA 0% 30.10.2009 SN,PLSA,IBONDS,30/04/2009,30/10/2009,N/A,N/A
MYBDD0902037,0.00,DD090203,PLSA 0% 30.04.2010 SN,PLSA,IBONDS,30/10/2009,30/04/2010,N/A,N/A
MYBDD0902292,0.00,DD090229,PLSA 0% 30.04.2010 SN,PLSA,IBONDS,30/10/2009,30/04/2010,N/A,N/A
MYBDD1500038,0.00,DD150003,ISLAM 0% 22.10.2015 SN,ISLAM,IBONDS,22/04/2015,22/10/2015,N/A,N/A
MYBDE04727Z0,0.00,DE04727Z,PSSB SHIP 0.00000% 15.12.2005 SN,PSSB SHIP,IBONDS,15/12/2004,15/12/2005,N/A,N/A
MYBDE04741H9,0.00,DE04741H,PSSB SHIP 0.00000% 15.12.2005 SN,PSSB SHIP,IBONDS,15/12/2004,15/12/2005,N/A,N/A
MYBDE0500045,0.00,DE050004,TRACOMA 0.00000% 27.01.2006 SN,TRACOMA,IBONDS,28/01/2005,27/01/2006,N/A,N/A
MYBDE0500128,0.00,DE050012,TRACOMA 0.00000% 27.01.2006 SN,TRACOMA,IBONDS,28/01/2005,27/01/2006,N/A,N/A
MYBDE0516553,0.00,DE051655,MTSB 0% 27.10.2006 SN,MTSB,IBONDS,28/10/2005,27/10/2006,N/A,N/A
MYBDE0516694,0.00,DE051669,MTSB 0% 27.10.2006 SN,MTSB,IBONDS,28/10/2005,27/10/2006,N/A,N/A
MYBDE0516819,0.00,DE051681,MTSB 0% 27.10.2006 SN,MTSB,IBONDS,28/10/2005,27/10/2006,N/A,N/A
MYBDE0516918,0.00,DE051691,MTSB 0% 27.10.2006 SN,MTSB,IBONDS,28/10/2005,27/10/2006,N/A,N/A
MYBDE0516991,0.00,DE051699,MTSB 0% 27.10.2006 SN,MTSB,IBONDS,28/10/2005,27/10/2006,N/A,N/A
MYBDE0528699,0.00,DE052869,SPRINT 0% 29.12.2006 SN,SPRINT,IBONDS,29/12/2005,29/12/2006,N/A,N/A
MYBDE0605760,0.00,DE060576,ZECON TOLL 0% 15.01.2007 SN,ZECON TOLL,IBONDS,14/07/2006,15/01/2007,N/A,N/A
MYBDE0605778,0.00,DE060577,ZECON TOLL 0% 16.07.2007 SN,ZECON TOLL,IBONDS,14/07/2006,16/07/2007,N/A,N/A
MYBDE0800023,0.00,DE080002,MANFAAT 0% 26.01.2009 SN,MANFAAT,IBONDS,25/01/2008,26/01/2009,N/A,N/A
MYBDE0800551,0.00,DE080055,PIYS 0% 30.01.2009 SN,PIYS,IBONDS,31/01/2008,30/01/2009,N/A,N/A
MYBDE0800833,0.00,DE080083,PIYS 0% 30.01.2009 SN,PIYS,IBONDS,31/01/2008,30/01/2009,N/A,N/A
MYBDE0804405,0.00,DE080440,PRASARANA 0% 29.05.2009 SN,PRASARANA,IBONDS,30/05/2008,29/05/2009,N/A,N/A
MYBDE0810923,0.00,DE081092,PLSA 0% 30.10.2009 SN,PLSA,IBONDS,31/10/2008,30/10/2009,N/A,N/A
MYBDE0811301,0.00,DE081130,PLSA 0% 30.10.2009 SN,PLSA,IBONDS,31/10/2008,30/10/2009,N/A,N/A
MYBDE0811673,0.00,DE081167,PLSA 0% 30.10.2009 SN,PLSA,IBONDS,31/10/2008,30/10/2009,N/A,N/A
MYBDE0812036,0.00,DE081203,PLSA 0% 30.10.2009 SN,PLSA,IBONDS,31/10/2008,30/10/2009,N/A,N/A
MYBDE0812382,0.00,DE081238,PLSA 0% 30.10.2009 SN,PLSA,IBONDS,31/10/2008,30/10/2009,N/A,N/A
MYBDE0812721,0.00,DE081272,PLSA 0% 30.10.2009 SN,PLSA,IBONDS,31/10/2008,30/10/2009,N/A,N/A
MYBDE0813059,0.00,DE081305,PLSA 0% 30.10.2009 SN,PLSA,IBONDS,31/10/2008,30/10/2009,N/A,N/A
MYBDE0900062,0.00,DE090006,OWC 0% 22.02.2010 SN,OWC,IBONDS,20/02/2009,22/02/2010,N/A,N/A
MYBDE0900146,0.00,DE090014,OWC 0% 22.02.2010 SN,OWC,IBONDS,20/02/2009,22/02/2010,N/A,N/A
MYBDE0900245,0.00,DE090024,OWC 0% 22.02.2010 SN,OWC,IBONDS,20/02/2009,22/02/2010,N/A,N/A
MYBDE0900369,0.00,DE090036,OWC 0% 22.02.2010 SN,OWC,IBONDS,20/02/2009,22/02/2010,N/A,N/A
MYBDE0900609,0.00,DE090060,PLSA 0% 30.04.2010 SN,PLSA,IBONDS,30/04/2009,30/04/2010,N/A,N/A
MYBDE0900906,0.00,DE090090,PLSA 0% 30.04.2010 SN,PLSA,IBONDS,30/04/2009,30/04/2010,N/A,N/A
MYBDE0901193,0.00,DE090119,PLSA 0% 30.04.2010 SN,PLSA,IBONDS,30/04/2009,30/04/2010,N/A,N/A
MYBDE0902043,0.00,DE090204,PLSA 0% 29.10.2010 SN,PLSA,IBONDS,30/10/2009,29/10/2010,N/A,N/A
MYBDE0902308,0.00,DE090230,PLSA 0% 29.10.2010 SN,PLSA,IBONDS,30/10/2009,29/10/2010,N/A,N/A
MYBDE1500044,0.00,DE150004,ISLAM 0% 22.04.2016 SN,ISLAM,IBONDS,22/04/2015,22/04/2016,N/A,N/A
MYBDE1600018,20000000.00,DE160001,THHE FAB 7.280% 04.08.2017,THHE FAB,IBONDS,05/08/2016,04/08/2017,N/A,N/A
MYBDF03044E5,16970000.00,DF03044E,LPSB 0.00000% 18.11.2005 (RSLS-C),LPSB,LOANSTOCK,20/11/2003,19/05/2009,N/A,N/A
MYBDF03045F9,73664000.00,DF03045F,LPSB 0.00000% 18.11.2005 (RSLS-D),LPSB,LOANSTOCK,20/11/2003,19/05/2009,N/A,N/A
MYBDF03046Z5,120870000.00,DF03046Z,LPSB 0.00000% 18.11.2005 (RSLS-A),LPSB,LOANSTOCK,20/11/2003,19/05/2009,N/A,N/A
MYBDF0404609,0.00,DF040460,PESAKA 0.00000% 30.09.2005 SN,PESAKA,IBONDS,01/04/2004,30/09/2005,N/A,N/A
MYBDF0404617,0.00,DF040461,PESAKA 0.00000% 31.03.2006 SN,PESAKA,IBONDS,01/04/2004,31/03/2006,N/A,N/A
MYBDF04728E2,0.00,DF04728E,PSSB SHIP 0.00000% 15.06.2006 SN,PSSB SHIP,IBONDS,15/12/2004,15/06/2006,N/A,N/A
MYBDF04729F7,0.00,DF04729F,PSSB SHIP 0.00000% 15.12.2006 SN,PSSB SHIP,IBONDS,15/12/2004,15/12/2006,N/A,N/A
MYBDF04742Z8,0.00,DF04742Z,PSSB SHIP 0.00000% 15.06.2006 SN,PSSB SHIP,IBONDS,15/12/2004,15/06/2006,N/A,N/A
MYBDF04743S1,0.00,DF04743S,PSSB SHIP 0.00000% 15.12.2006 SN,PSSB SHIP,IBONDS,15/12/2004,15/12/2006,N/A,N/A
MYBDF0500059,0.00,DF050005,TRACOMA 0.00000% 28.07.2006 SN,TRACOMA,IBONDS,28/01/2005,28/07/2006,N/A,N/A
MYBDF0500067,0.00,DF050006,TRACOMA 0.00000% 26.01.2007 SN,TRACOMA,IBONDS,28/01/2005,26/01/2007,N/A,N/A
MYBDF0500133,0.00,DF050013,TRACOMA 0.00000% 28.07.2006 SN,TRACOMA,IBONDS,28/01/2005,28/07/2006,N/A,N/A
MYBDF0500141,0.00,DF050014,TRACOMA 0.00000% 26.01.2007 SN,TRACOMA,IBONDS,28/01/2005,26/01/2007,N/A,N/A
MYBDF0516568,0.00,DF051656,MTSB 0% 27.04.2007 SN,MTSB,IBONDS,28/10/2005,27/04/2007,N/A,N/A
MYBDF0516576,0.00,DF051657,MTSB 0% 26.10.2007 SN,MTSB,IBONDS,28/10/2005,26/10/2007,N/A,N/A
MYBDF0516709,0.00,DF051670,MTSB 0% 27.04.2007 SN,MTSB,IBONDS,28/10/2005,27/04/2007,N/A,N/A
MYBDF0516717,0.00,DF051671,MTSB 0% 26.10.2007 SN,MTSB,IBONDS,28/10/2005,26/10/2007,N/A,N/A
MYBDF0516824,0.00,DF051682,MTSB 0% 27.04.2007 SN,MTSB,IBONDS,28/10/2005,27/04/2007,N/A,N/A
MYBDF0516832,0.00,DF051683,MTSB 0% 26.10.2007 SN,MTSB,IBONDS,28/10/2005,26/10/2007,N/A,N/A
MYBDF0516923,0.00,DF051692,MTSB 0% 27.04.2007 SN,MTSB,IBONDS,28/10/2005,27/04/2007,N/A,N/A
MYBDF0516931,0.00,DF051693,MTSB 0% 26.10.2007 SN,MTSB,IBONDS,28/10/2005,26/10/2007,N/A,N/A
MYBDF0517004,0.00,DF051700,MTSB 0% 27.04.2007 SN,MTSB,IBONDS,28/10/2005,27/04/2007,N/A,N/A
MYBDF0517012,0.00,DF051701,MTSB 0% 26.10.2007 SN,MTSB,IBONDS,28/10/2005,26/10/2007,N/A,N/A
MYBDF0519380,0.00,DF051938,SDEB 0% 11.12.2006 SN,SDEB,IBONDS,09/12/2005,11/12/2006,N/A,N/A
MYBDF0519398,0.00,DF051939,SDEB 0% 11.06.2007 SN,SDEB,IBONDS,09/12/2005,11/06/2007,N/A,N/A
MYBDF0522111,0.00,DF052211,SDEB 0% 11.12.2006 SN,SDEB,IBONDS,09/12/2005,11/12/2006,N/A,N/A
MYBDF0522129,0.00,DF052212,SDEB 0% 11.06.2007 SN,SDEB,IBONDS,09/12/2005,11/06/2007,N/A,N/A
MYBDF0522467,0.00,DF052246,SDEB 0% 11.12.2006 SN,SDEB,IBONDS,09/12/2005,11/12/2006,N/A,N/A
MYBDF0522475,0.00,DF052247,SDEB 0% 11.06.2007 SN,SDEB,IBONDS,09/12/2005,11/06/2007,N/A,N/A
MYBDF0522806,0.00,DF052280,SDEB 0% 11.12.2006 SN,SDEB,IBONDS,09/12/2005,11/12/2006,N/A,N/A
MYBDF0522814,0.00,DF052281,SDEB 0% 11.06.2007 SN,SDEB,IBONDS,09/12/2005,11/06/2007,N/A,N/A
MYBDF0523135,0.00,DF052313,SDEB 0% 11.12.2006 SN,SDEB,IBONDS,09/12/2005,11/12/2006,N/A,N/A
MYBDF0523143,0.00,DF052314,SDEB 0% 11.06.2007 SN,SDEB,IBONDS,09/12/2005,11/06/2007,N/A,N/A
MYBDF0523457,0.00,DF052345,SDEB 0% 11.12.2006 SN,SDEB,IBONDS,09/12/2005,11/12/2006,N/A,N/A
MYBDF0523465,0.00,DF052346,SDEB 0% 11.06.2007 SN,SDEB,IBONDS,09/12/2005,11/06/2007,N/A,N/A
MYBDF0523762,0.00,DF052376,SDEB 0% 11.12.2006 SN,SDEB,IBONDS,09/12/2005,11/12/2006,N/A,N/A
MYBDF0523770,0.00,DF052377,SDEB 0% 11.06.2007 SN,SDEB,IBONDS,09/12/2005,11/06/2007,N/A,N/A
MYBDF0524133,0.00,DF052413,SDEB 0% 11.12.2006 SN,SDEB,IBONDS,09/12/2005,11/12/2006,N/A,N/A
MYBDF0524141,0.00,DF052414,SDEB 0% 11.06.2007 SN,SDEB,IBONDS,09/12/2005,11/06/2007,N/A,N/A
MYBDF0528704,0.00,DF052870,SPRINT 0% 29.06.2007 SN,SPRINT,IBONDS,29/12/2005,29/06/2007,N/A,N/A
MYBDF0528712,0.00,DF052871,SPRINT 0% 28.12.2007 SN,SPRINT,IBONDS,29/12/2005,28/12/2007,N/A,N/A
MYBDF0605783,0.00,DF060578,ZECON TOLL 0% 14.01.2008 SN,ZECON TOLL,IBONDS,14/07/2006,14/01/2008,N/A,N/A
MYBDF0605791,0.00,DF060579,ZECON TOLL 0% 14.07.2008 SN,ZECON TOLL,IBONDS,14/07/2006,14/07/2008,N/A,N/A
MYBDF0800038,0.00,DF080003,MANFAAT 0% 27.07.2009 SN,MANFAAT,IBONDS,25/01/2008,27/07/2009,N/A,N/A
MYBDF0800046,0.00,DF080004,MANFAAT 0% 25.01.2010 SN,MANFAAT,IBONDS,25/01/2008,25/01/2010,N/A,N/A
MYBDF0800566,0.00,DF080056,PIYS 0% 31.07.2009 SN,PIYS,IBONDS,31/01/2008,31/07/2009,N/A,N/A
MYBDF0800574,0.00,DF080057,PIYS 0% 29.01.2010 SN,PIYS,IBONDS,31/01/2008,29/01/2010,N/A,N/A
MYBDF0800848,0.00,DF080084,PIYS 0% 31.07.2009 SN,PIYS,IBONDS,31/01/2008,31/07/2009,N/A,N/A
MYBDF0800855,0.00,DF080085,PIYS 0% 29.01.2010 SN,PIYS,IBONDS,31/01/2008,29/01/2010,N/A,N/A
MYBDF0804410,0.00,DF080441,PRASARANA 0% 30.11.2009 SN,PRASARANA,IBONDS,30/05/2008,30/11/2009,N/A,N/A
MYBDF0804428,0.00,DF080442,PRASARANA 0% 31.05.2010 SN,PRASARANA,IBONDS,30/05/2008,31/05/2010,N/A,N/A
MYBDF0810938,0.00,DF081093,PLSA 0% 30.04.2010 SN,PLSA,IBONDS,31/10/2008,30/04/2010,N/A,N/A
MYBDF0810946,0.00,DF081094,PLSA 0% 29.10.2010 SN,PLSA,IBONDS,31/10/2008,29/10/2010,N/A,N/A
MYBDF0811316,0.00,DF081131,PLSA 0% 30.04.2010 SN,PLSA,IBONDS,31/10/2008,30/04/2010,N/A,N/A
MYBDF0811324,0.00,DF081132,PLSA 0% 29.10.2010 SN,PLSA,IBONDS,31/10/2008,29/10/2010,N/A,N/A
MYBDF0811688,0.00,DF081168,PLSA 0% 30.04.2010 SN,PLSA,IBONDS,31/10/2008,30/04/2010,N/A,N/A
MYBDF0811696,0.00,DF081169,PLSA 0% 29.10.2010 SN,PLSA,IBONDS,31/10/2008,29/10/2010,N/A,N/A
MYBDF0812041,0.00,DF081204,PLSA 0% 30.04.2010 SN,PLSA,IBONDS,31/10/2008,30/04/2010,N/A,N/A
MYBDF0812058,0.00,DF081205,PLSA 0% 29.10.2010 SN,PLSA,IBONDS,31/10/2008,29/10/2010,N/A,N/A
MYBDF0812397,0.00,DF081239,PLSA 0% 30.04.2010 SN,PLSA,IBONDS,31/10/2008,30/04/2010,N/A,N/A
MYBDF0812405,0.00,DF081240,PLSA 0% 29.10.2010 SN,PLSA,IBONDS,31/10/2008,29/10/2010,N/A,N/A
MYBDF0812736,0.00,DF081273,PLSA 0% 30.04.2010 SN,PLSA,IBONDS,31/10/2008,30/04/2010,N/A,N/A
MYBDF0812744,0.00,DF081274,PLSA 0% 29.10.2010 SN,PLSA,IBONDS,31/10/2008,29/10/2010,N/A,N/A
MYBDF0813064,0.00,DF081306,PLSA 0% 30.04.2010 SN,PLSA,IBONDS,31/10/2008,30/04/2010,N/A,N/A
MYBDF0813072,0.00,DF081307,PLSA 0% 29.10.2010 SN,PLSA,IBONDS,31/10/2008,29/10/2010,N/A,N/A
MYBDF0900077,0.00,DF090007,OWC 0% 20.08.2010 SN,OWC,IBONDS,20/02/2009,20/08/2010,N/A,N/A
MYBDF0900085,0.00,DF090008,OWC 0% 21.02.2011 SN,OWC,IBONDS,20/02/2009,21/02/2011,N/A,N/A
MYBDF0900150,0.00,DF090015,OWC 0% 20.08.2010 SN,OWC,IBONDS,20/02/2009,20/08/2010,N/A,N/A
MYBDF0900168,0.00,DF090016,OWC 0% 21.02.2011 SN,OWC,IBONDS,20/02/2009,21/02/2011,N/A,N/A
MYBDF0900259,0.00,DF090025,OWC 0% 20.08.2010 SN,OWC,IBONDS,20/02/2009,20/08/2010,N/A,N/A
MYBDF0900267,0.00,DF090026,OWC 0% 21.02.2011 SN,OWC,IBONDS,20/02/2009,21/02/2011,N/A,N/A
MYBDF0900374,0.00,DF090037,OWC 0% 20.08.2010 SN,OWC,IBONDS,20/02/2009,20/08/2010,N/A,N/A
MYBDF0900382,0.00,DF090038,OWC 0% 21.02.2011 SN,OWC,IBONDS,20/02/2009,21/02/2011,N/A,N/A
MYBDF0900614,0.00,DF090061,PLSA 0% 29.10.2010 SN,PLSA,IBONDS,30/04/2009,29/10/2010,N/A,N/A
MYBDF0900622,0.00,DF090062,PLSA 0% 29.04.2011 SN,PLSA,IBONDS,30/04/2009,29/04/2011,N/A,N/A
MYBDF0900911,0.00,DF090091,PLSA 0% 29.10.2010 SN,PLSA,IBONDS,30/04/2009,29/10/2010,N/A,N/A
MYBDF0900929,0.00,DF090092,PLSA 0% 29.04.2011 SN,PLSA,IBONDS,30/04/2009,29/04/2011,N/A,N/A
MYBDF0901208,0.00,DF090120,PLSA 0% 29.10.2010 SN,PLSA,IBONDS,30/04/2009,29/10/2010,N/A,N/A
MYBDF0901216,0.00,DF090121,PLSA 0% 29.04.2011 SN,PLSA,IBONDS,30/04/2009,29/04/2011,N/A,N/A
MYBDF0902057,0.00,DF090205,PLSA 0% 29.04.2011 SN,PLSA,IBONDS,30/10/2009,29/04/2011,N/A,N/A
MYBDF0902065,0.00,DF090206,PLSA 0% 31.10.2011 SN,PLSA,IBONDS,30/10/2009,31/10/2011,N/A,N/A
MYBDF0902313,0.00,DF090231,PLSA 0% 29.04.2011 SN,PLSA,IBONDS,30/10/2009,29/04/2011,N/A,N/A
MYBDF0902321,0.00,DF090232,PLSA 0% 31.10.2011 SN,PLSA,IBONDS,30/10/2009,31/10/2011,N/A,N/A
MYBDF1500058,0.00,DF150005,ISLAM 0% 24.10.2016 SN,ISLAM,IBONDS,22/04/2015,24/10/2016,N/A,N/A
MYBDF1500066,0.00,DF150006,ISLAM 0% 24.04.2017 SN,ISLAM,IBONDS,22/04/2015,25/04/2017,N/A,N/A
MYBDF1600023,20000000.00,DF160002,THHE FAB 7.420% 03.08.2018,THHE FAB,IBONDS,05/08/2016,03/08/2018,N/A,N/A
MYBDG0213545,0.00,DG021354,GDC PUTRA 0.00000% 02.12.2005 SN,GDC PUTRA,IBONDS,04/12/2002,02/12/2005,N/A,N/A
MYBDG0304534,20000000.00,DG030453,ABI 5.50000% 30.05.2006,ABI,IBONDS,30/05/2003,30/05/2006,D_*I_*D,N/A
MYBDG0304609,0.00,DG030460,ABI 0.00000% 30.11.2005 SN,ABI,IBONDS,30/05/2003,30/11/2005,N/A,N/A
MYBDG0304617,0.00,DG030461,ABI 0.00000% 30.05.2006 SN,ABI,IBONDS,30/05/2003,30/05/2006,N/A,N/A
MYBDG0304666,0.00,DG030466,ABI 0.00000% 30.11.2005 SN,ABI,IBONDS,30/05/2003,30/11/2005,N/A,N/A
MYBDG0304674,0.00,DG030467,ABI 0.00000% 30.05.2006 SN,ABI,IBONDS,30/05/2003,30/05/2006,N/A,N/A
MYBDG0304740,0.00,DG030474,ABI 0.00000% 30.11.2005 SN,ABI,IBONDS,30/05/2003,30/11/2005,N/A,N/A
MYBDG0304757,0.00,DG030475,ABI 0.00000% 30.05.2006 SN,ABI,IBONDS,30/05/2003,30/05/2006,N/A,N/A
MYBDG0404508,60000000.00,DG040450,PESAKA 0.00000% 29.09.2006,PESAKA,IBONDS,01/04/2004,29/09/2006,D_*I_*D,N/A
MYBDG0404623,0.00,DG040462,PESAKA 0.00000% 29.09.2006 SN,PESAKA,IBONDS,01/04/2004,29/09/2006,N/A,N/A
MYBDG04730H0,0.00,DG04730H,PSSB SHIP 0.00000% 15.06.2007 SN,PSSB SHIP,IBONDS,15/12/2004,15/06/2007,N/A,N/A
MYBDG04744F5,0.00,DG04744F,PSSB SHIP 0.00000% 15.06.2007 SN,PSSB SHIP,IBONDS,15/12/2004,15/06/2007,N/A,N/A
MYBDG0500073,0.00,DG050007,TRACOMA 0.00000% 27.07.2007 SN,TRACOMA,IBONDS,28/01/2005,27/07/2007,N/A,N/A
MYBDG0500081,0.00,DG050008,TRACOMA 0.00000% 28.01.2008 SN,TRACOMA,IBONDS,28/01/2005,28/01/2008,N/A,N/A
MYBDG0500156,0.00,DG050015,TRACOMA 0.00000% 27.07.2007 SN,TRACOMA,IBONDS,28/01/2005,27/07/2007,N/A,N/A
MYBDG0500164,0.00,DG050016,TRACOMA 0.00000% 28.01.2008 SN,TRACOMA,IBONDS,28/01/2005,28/01/2008,N/A,N/A
MYBDG0516582,0.00,DG051658,MTSB 0% 28.04.2008 SN,MTSB,IBONDS,28/10/2005,28/04/2008,N/A,N/A
MYBDG0516723,0.00,DG051672,MTSB 0% 28.04.2008 SN,MTSB,IBONDS,28/10/2005,28/04/2008,N/A,N/A
MYBDG0516848,0.00,DG051684,MTSB 0% 28.04.2008 SN,MTSB,IBONDS,28/10/2005,28/04/2008,N/A,N/A
MYBDG0516947,0.00,DG051694,MTSB 0% 28.04.2008 SN,MTSB,IBONDS,28/10/2005,28/04/2008,N/A,N/A
MYBDG0517028,0.00,DG051702,MTSB 0% 28.04.2008 SN,MTSB,IBONDS,28/10/2005,28/04/2008,N/A,N/A
MYBDG0519404,0.00,DG051940,SDEB 0% 10.12.2007 SN,SDEB,IBONDS,09/12/2005,10/12/2007,N/A,N/A
MYBDG0519412,0.00,DG051941,SDEB 0% 09.06.2008 SN,SDEB,IBONDS,09/12/2005,09/06/2008,N/A,N/A
MYBDG0522135,0.00,DG052213,SDEB 0% 10.12.2007 SN,SDEB,IBONDS,09/12/2005,10/12/2007,N/A,N/A
MYBDG0522143,0.00,DG052214,SDEB 0% 09.06.2008 SN,SDEB,IBONDS,09/12/2005,09/06/2008,N/A,N/A
MYBDG0522481,0.00,DG052248,SDEB 0% 10.12.2007 SN,SDEB,IBONDS,09/12/2005,10/12/2007,N/A,N/A
MYBDG0522499,0.00,DG052249,SDEB 0% 09.06.2008 SN,SDEB,IBONDS,09/12/2005,09/06/2008,N/A,N/A
MYBDG0522820,0.00,DG052282,SDEB 0% 10.12.2007 SN,SDEB,IBONDS,09/12/2005,10/12/2007,N/A,N/A
MYBDG0522838,0.00,DG052283,SDEB 0% 09.06.2008 SN,SDEB,IBONDS,09/12/2005,09/06/2008,N/A,N/A
